"N;Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [ÎĽSv/h];Standard deviation;Standard error of the mean value;CF;Number of measured points".
"919;2022-09-09;09:37:29;46.111;14.546;3.79;353.474;gps;0.052;0;0;0;1".
"920;2022-09-09;09:37:30;46.111;14.546;3.79;353.658;gps;0.052;0;0;0;1".
"921;2022-09-09;09:37:31;46.112;14.546;3.79;353.384;gps;0.051;0;0;0;1".
"922;2022-09-09;09:37:32;46.112;14.546;3.79;352.724;gps;0.051;0;0;0;1".
"923;2022-09-09;09:37:33;46.112;14.546;3.79;352.676;gps;0.054;0;0;0;1".
"924;2022-09-09;09:37:34;46.112;14.546;3.79;352.522;gps;0.055;0;0;0;1".
"925;2022-09-09;09:37:35;46.112;14.546;3.79;353.057;gps;0.058;0;0;0;1".
"926;2022-09-09;09:37:36;46.112;14.546;3.79;353.301;gps;0.059;0;0;0;1".
"927;2022-09-09;09:37:37;46.112;14.546;3.79;353.607;gps;0.059;0;0;0;1".
"928;2022-09-09;09:37:38;46.113;14.547;3.79;353.498;gps;0.059;0;0;0;1".
"929;2022-09-09;09:37:39;46.113;14.547;3.79;353.199;gps;0.059;0;0;0;1".
"930;2022-09-09;09:37:40;46.113;14.547;3.79;352.874;gps;0.055;0;0;0;1".
"931;2022-09-09;09:37:41;46.113;14.547;3.79;352.76;gps;0.055;0;0;0;1".
"932;2022-09-09;09:37:42;46.113;14.547;3.79;352.965;gps;0.054;0;0;0;1".
"933;2022-09-09;09:37:43;46.113;14.547;3.79;353.674;gps;0.053;0;0;0;1".
"934;2022-09-09;09:37:44;46.113;14.547;3.79;354.075;gps;0.053;0;0;0;1".
"935;2022-09-09;09:37:45;46.113;14.547;3.79;353.853;gps;0.052;0;0;0;1".
"936;2022-09-09;09:37:46;46.114;14.547;3.79;353.965;gps;0.052;0;0;0;1".
"937;2022-09-09;09:37:48;46.114;14.547;5.36;353.993;averaged;0.053;0;0;0;2".
"938;2022-09-09;09:37:49;46.114;14.547;3.79;354.088;gps;0.053;0;0;0;1".
"939;2022-09-09;09:37:50;46.114;14.547;3.79;353.884;gps;0.054;0;0;0;1".
"940;2022-09-09;09:37:52;46.115;14.548;3.79;353.523;gps;0.056;0;0;0;1".
"941;2022-09-09;09:37:53;46.115;14.548;3.79;353.38;gps;0.056;0;0;0;1".
"942;2022-09-09;09:37:54;46.115;14.548;3.79;353.518;gps;0.055;0;0;0;1".
"943;2022-09-09;09:37:55;46.115;14.548;3.79;353.799;gps;0.055;0;0;0;1".
"944;2022-09-09;09:37:57;46.115;14.548;5.36;353.964;averaged;0.055;0;0;0;2".
"945;2022-09-09;09:37:59;46.115;14.548;5.36;352.394;averaged;0.052;0.001;0;0;2".
"946;2022-09-09;09:38:01;46.116;14.548;5.36;350.742;averaged;0.052;0;0;0;2".
"947;2022-09-09;09:38:03;46.116;14.548;5.36;350.387;averaged;0.052;0;0;0;2".
"948;2022-09-09;09:38:04;46.116;14.549;3.79;349.042;gps;0.051;0;0;0;1".
"949;2022-09-09;09:38:05;46.116;14.549;3.79;348.556;gps;0.051;0;0;0;1".
"950;2022-09-09;09:38:06;46.116;14.549;3.79;348.622;gps;0.052;0;0;0;1".
"951;2022-09-09;09:38:07;46.116;14.549;3.79;348.545;gps;0.053;0;0;0;1".
"952;2022-09-09;09:38:08;46.116;14.549;3.79;347.96;gps;0.052;0;0;0;1".
"953;2022-09-09;09:38:09;46.117;14.549;3.79;347.544;gps;0.053;0;0;0;1".
"954;2022-09-09;09:38:10;46.117;14.549;3.79;347.639;gps;0.052;0;0;0;1".
"955;2022-09-09;09:38:11;46.117;14.549;3.79;346.635;gps;0.053;0;0;0;1".
"956;2022-09-09;09:38:12;46.117;14.549;3.79;346.174;gps;0.054;0;0;0;1".
"957;2022-09-09;09:38:13;46.117;14.549;3.79;346.8;gps;0.054;0;0;0;1".
"958;2022-09-09;09:38:13;46.117;14.55;3.79;346.368;gps;0.054;0;0;0;1".
"959;2022-09-09;09:38:15;46.117;14.55;3.79;346.032;gps;0.055;0;0;0;1".
"960;2022-09-09;09:38:15;46.117;14.55;3.79;345.932;gps;0.054;0;0;0;1".
"961;2022-09-09;09:38:17;46.118;14.55;3.79;346.176;gps;0.053;0;0;0;1".
"962;2022-09-09;09:38:17;46.118;14.55;3.79;348.789;gps;0.052;0;0;0;1".
"963;2022-09-09;09:38:19;46.118;14.55;3.79;348.013;gps;0.052;0;0;0;1".
"964;2022-09-09;09:38:19;46.118;14.55;3.79;347.739;gps;0.053;0;0;0;1".
"965;2022-09-09;09:38:21;46.118;14.55;3.79;347.134;gps;0.054;0;0;0;1".
"966;2022-09-09;09:38:21;46.118;14.55;3.79;347.117;gps;0.054;0;0;0;1".
"967;2022-09-09;09:38:22;46.118;14.55;3.79;346.9;gps;0.053;0;0;0;1".
"968;2022-09-09;09:38:23;46.118;14.55;3.79;346.685;gps;0.055;0;0;0;1".
"969;2022-09-09;09:38:24;46.118;14.55;3.79;346.322;gps;0.056;0;0;0;1".
"970;2022-09-09;09:38:25;46.118;14.55;3.79;346.528;gps;0.054;0;0;0;1".
"971;2022-09-09;09:38:26;46.118;14.55;3.79;346.9;gps;0.053;0;0;0;1".
"972;2022-09-09;09:38:27;46.119;14.551;3.79;346.721;gps;0.054;0;0;0;1".
"973;2022-09-09;09:38:28;46.119;14.551;3.79;347.185;gps;0.053;0;0;0;1".
"974;2022-09-09;09:38:29;46.119;14.551;3.79;347.313;gps;0.051;0;0;0;1".
"975;2022-09-09;09:38:30;46.119;14.551;3.79;347.237;gps;0.052;0;0;0;1".
"976;2022-09-09;09:38:32;46.119;14.551;5.36;347.496;averaged;0.052;0;0;0;2".
"977;2022-09-09;09:38:41;46.119;14.551;11.37;347.591;averaged;0.051;0.002;0.001;0;9".
"978;2022-09-09;09:38:43;46.119;14.551;5.36;349.011;averaged;0.055;0.001;0.001;0;2".
"979;2022-09-09;09:38:44;46.119;14.551;3.79;348.975;gps;0.057;0;0;0;1".
"980;2022-09-09;09:38:45;46.119;14.551;3.79;348.944;gps;0.056;0;0;0;1".
"981;2022-09-09;09:38:46;46.119;14.551;3.79;348.886;gps;0.057;0;0;0;1".
"982;2022-09-09;09:38:47;46.119;14.551;3.79;349.04;gps;0.056;0;0;0;1".
"983;2022-09-09;09:38:48;46.119;14.551;3.79;349.058;gps;0.056;0;0;0;1".
"984;2022-09-09;09:38:49;46.119;14.551;3.79;349.112;gps;0.054;0;0;0;1".
"985;2022-09-09;09:38:50;46.119;14.551;3.79;348.768;gps;0.052;0;0;0;1".
"986;2022-09-09;09:38:51;46.119;14.551;3.79;349.104;gps;0.051;0;0;0;1".
"987;2022-09-09;09:38:52;46.12;14.551;3.79;349.227;gps;0.052;0;0;0;1".
"988;2022-09-09;09:38:53;46.12;14.551;3.79;348.928;gps;0.053;0;0;0;1".
"989;2022-09-09;09:38:54;46.12;14.551;3.79;348.815;gps;0.052;0;0;0;1".
"990;2022-09-09;09:38:55;46.12;14.552;3.79;348.769;gps;0.051;0;0;0;1".
"991;2022-09-09;09:38:56;46.12;14.552;3.79;349.03;gps;0.051;0;0;0;1".
"992;2022-09-09;09:38:57;46.12;14.552;3.79;348.875;gps;0.05;0;0;0;1".
"993;2022-09-09;09:38:58;46.12;14.552;3.79;348.887;gps;0.052;0;0;0;1".
"994;2022-09-09;09:38:59;46.12;14.552;3.79;348.879;gps;0.053;0;0;0;1".
"995;2022-09-09;09:39:00;46.121;14.552;3.79;349.065;gps;0.054;0;0;0;1".
"996;2022-09-09;09:39:01;46.121;14.552;3.79;349.023;gps;0.054;0;0;0;1".
"997;2022-09-09;09:39:02;46.121;14.552;3.79;348.654;gps;0.055;0;0;0;1".
"998;2022-09-09;09:39:03;46.121;14.552;3.79;348.897;gps;0.057;0;0;0;1".
"999;2022-09-09;09:39:04;46.121;14.553;3.79;349.15;gps;0.061;0;0;0;1".
"1000;2022-09-09;09:39:05;46.121;14.553;3.79;349.285;gps;0.062;0;0;0;1".
"1001;2022-09-09;09:39:06;46.121;14.553;3.79;349.605;gps;0.061;0;0;0;1".
"1002;2022-09-09;09:39:07;46.122;14.553;3.79;349.698;gps;0.06;0;0;0;1".
"1003;2022-09-09;09:39:08;46.122;14.553;3.79;350.156;gps;0.058;0;0;0;1".
"1004;2022-09-09;09:39:09;46.122;14.553;3.79;350.385;gps;0.053;0;0;0;1".
"1005;2022-09-09;09:39:10;46.122;14.553;3.79;349.6;gps;0.053;0;0;0;1".
"1006;2022-09-09;09:39:11;46.122;14.553;3.79;349.069;gps;0.054;0;0;0;1".
"1007;2022-09-09;09:39:12;46.122;14.553;3.79;348.313;gps;0.055;0;0;0;1".
"1008;2022-09-09;09:39:13;46.123;14.554;3.79;348.576;gps;0.056;0;0;0;1".
"1009;2022-09-09;09:39:14;46.123;14.554;3.79;348.248;gps;0.056;0;0;0;1".
"1010;2022-09-09;09:39:15;46.123;14.554;3.79;348.38;gps;0.055;0;0;0;1".
"1011;2022-09-09;09:39:16;46.123;14.554;3.79;348.802;gps;0.056;0;0;0;1".
"1012;2022-09-09;09:39:17;46.123;14.554;3.79;348.377;gps;0.055;0;0;0;1".
"1013;2022-09-09;09:39:18;46.123;14.554;3.79;348.323;gps;0.055;0;0;0;1".
"1014;2022-09-09;09:39:19;46.123;14.554;3.79;348.425;gps;0.053;0;0;0;1".
"1015;2022-09-09;09:39:20;46.124;14.554;3.79;348.078;gps;0.052;0;0;0;1".
"1016;2022-09-09;09:39:21;46.124;14.554;3.79;348.058;gps;0.054;0;0;0;1".
"1017;2022-09-09;09:39:22;46.124;14.555;3.79;348.253;gps;0.056;0;0;0;1".
"1018;2022-09-09;09:39:23;46.124;14.555;3.79;347.926;gps;0.056;0;0;0;1".
"1019;2022-09-09;09:39:24;46.124;14.555;3.79;348.402;gps;0.056;0;0;0;1".
"1020;2022-09-09;09:39:25;46.124;14.555;3.79;348.085;gps;0.055;0;0;0;1".
"1021;2022-09-09;09:39:26;46.124;14.555;3.79;348.006;gps;0.053;0;0;0;1".
"1022;2022-09-09;09:39:27;46.124;14.555;3.79;348.027;gps;0.052;0;0;0;1".
"1023;2022-09-09;09:39:28;46.125;14.555;3.79;348.2;gps;0.051;0;0;0;1".
"1024;2022-09-09;09:39:29;46.125;14.555;3.79;347.637;gps;0.05;0;0;0;1".
"1025;2022-09-09;09:39:30;46.125;14.556;3.79;346.824;gps;0.048;0;0;0;1".
"1026;2022-09-09;09:39:31;46.125;14.556;3.79;346.697;gps;0.049;0;0;0;1".
"1027;2022-09-09;09:39:32;46.125;14.556;3.79;346.517;gps;0.051;0;0;0;1".
"1028;2022-09-09;09:39:33;46.125;14.556;3.79;346.469;gps;0.052;0;0;0;1".
"1029;2022-09-09;09:39:34;46.125;14.556;3.79;346.238;gps;0.05;0;0;0;1".
"1030;2022-09-09;09:39:35;46.126;14.556;3.79;346.12;gps;0.051;0;0;0;1".
"1031;2022-09-09;09:39:36;46.126;14.556;3.79;346.014;gps;0.046;0;0;0;1".
"1032;2022-09-09;09:39:37;46.126;14.556;3.79;345.849;gps;0.048;0;0;0;1".
"1033;2022-09-09;09:39:38;46.126;14.557;3.79;345.369;gps;0.05;0;0;0;1".
"1034;2022-09-09;09:39:39;46.126;14.557;3.79;344.651;gps;0.051;0;0;0;1".
"1035;2022-09-09;09:39:40;46.126;14.557;3.79;344.712;gps;0.051;0;0;0;1".
"1036;2022-09-09;09:39:41;46.126;14.557;3.79;345.249;gps;0.051;0;0;0;1".
"1037;2022-09-09;09:39:42;46.127;14.557;3.79;345.237;gps;0.05;0;0;0;1".
"1038;2022-09-09;09:39:43;46.127;14.557;3.79;345.593;gps;0.049;0;0;0;1".
"1039;2022-09-09;09:39:44;46.127;14.557;3.79;345.477;gps;0.05;0;0;0;1".
"1040;2022-09-09;09:39:45;46.127;14.558;3.79;345.534;gps;0.048;0;0;0;1".
"1041;2022-09-09;09:39:46;46.127;14.558;3.79;345.949;gps;0.049;0;0;0;1".
"1042;2022-09-09;09:39:47;46.127;14.558;3.79;346.306;gps;0.048;0;0;0;1".
"1043;2022-09-09;09:39:48;46.127;14.558;3.79;346.986;gps;0.049;0;0;0;1".
"1044;2022-09-09;09:39:49;46.127;14.558;3.79;346.975;gps;0.049;0;0;0;1".
"1045;2022-09-09;09:39:50;46.128;14.558;3.79;347.123;gps;0.049;0;0;0;1".
"1046;2022-09-09;09:39:51;46.128;14.558;3.79;346.957;gps;0.05;0;0;0;1".
"1047;2022-09-09;09:39:52;46.128;14.559;3.79;348.091;gps;0.05;0;0;0;1".
"1048;2022-09-09;09:39:53;46.128;14.559;3.79;347.515;gps;0.049;0;0;0;1".
"1049;2022-09-09;09:39:54;46.128;14.559;3.79;347.005;gps;0.048;0;0;0;1".
"1050;2022-09-09;09:39:55;46.128;14.559;3.79;346.819;gps;0.046;0;0;0;1".
"1051;2022-09-09;09:39:56;46.128;14.559;3.79;346.399;gps;0.051;0;0;0;1".
"1052;2022-09-09;09:39:57;46.128;14.559;3.79;346.507;gps;0.056;0;0;0;1".
"1053;2022-09-09;09:39:58;46.129;14.559;3.79;346.478;gps;0.058;0;0;0;1".
"1054;2022-09-09;09:39:59;46.129;14.56;3.79;346.506;gps;0.057;0;0;0;1".
"1055;2022-09-09;09:40:00;46.129;14.56;3.79;346.529;gps;0.057;0;0;0;1".
"1056;2022-09-09;09:40:01;46.129;14.56;3.79;346.581;gps;0.057;0;0;0;1".
"1057;2022-09-09;09:40:02;46.129;14.56;3.79;346.565;gps;0.056;0;0;0;1".
"1058;2022-09-09;09:40:03;46.129;14.56;3.79;346.695;gps;0.056;0;0;0;1".
"1059;2022-09-09;09:40:04;46.129;14.56;3.79;347.032;gps;0.056;0;0;0;1".
"1060;2022-09-09;09:40:05;46.129;14.56;3.79;347.289;gps;0.055;0;0;0;1".
"1061;2022-09-09;09:40:06;46.129;14.561;3.79;348.137;gps;0.055;0;0;0;1".
"1062;2022-09-09;09:40:07;46.13;14.561;3.79;348.512;gps;0.056;0;0;0;1".
"1063;2022-09-09;09:40:08;46.13;14.561;3.79;348.698;gps;0.058;0;0;0;1".
"1064;2022-09-09;09:40:09;46.13;14.561;3.79;348.318;gps;0.06;0;0;0;1".
"1065;2022-09-09;09:40:10;46.13;14.561;3.79;348.592;gps;0.062;0;0;0;1".
"1066;2022-09-09;09:40:11;46.13;14.562;3.79;348.447;gps;0.062;0;0;0;1".
"1067;2022-09-09;09:40:12;46.13;14.562;3.79;349.024;gps;0.061;0;0;0;1".
"1068;2022-09-09;09:40:13;46.13;14.562;3.79;348.742;gps;0.059;0;0;0;1".
"1069;2022-09-09;09:40:14;46.13;14.562;3.79;349.433;gps;0.057;0;0;0;1".
"1070;2022-09-09;09:40:15;46.13;14.562;3.79;349.003;gps;0.056;0;0;0;1".
"1071;2022-09-09;09:40:16;46.131;14.562;3.79;349.538;gps;0.056;0;0;0;1".
"1072;2022-09-09;09:40:17;46.131;14.563;3.79;349.95;gps;0.058;0;0;0;1".
"1073;2022-09-09;09:40:18;46.131;14.563;3.79;349.771;gps;0.057;0;0;0;1".
"1074;2022-09-09;09:40:19;46.131;14.563;3.79;349.624;gps;0.057;0;0;0;1".
"1075;2022-09-09;09:40:20;46.131;14.563;3.79;348.911;gps;0.055;0;0;0;1".
"1076;2022-09-09;09:40:22;46.131;14.563;5.36;349.172;averaged;0.055;0;0;0;2".
"1077;2022-09-09;09:40:23;46.131;14.564;3.79;349.053;gps;0.055;0;0;0;1".
"1078;2022-09-09;09:40:24;46.131;14.564;3.79;348.809;gps;0.053;0;0;0;1".
"1079;2022-09-09;09:40:25;46.132;14.564;3.79;348.874;gps;0.052;0;0;0;1".
"1080;2022-09-09;09:40:26;46.132;14.564;3.79;349.052;gps;0.051;0;0;0;1".
"1081;2022-09-09;09:40:27;46.132;14.564;3.79;349.01;gps;0.051;0;0;0;1".
"1082;2022-09-09;09:40:28;46.132;14.564;3.79;349.305;gps;0.048;0;0;0;1".
"1083;2022-09-09;09:40:29;46.132;14.565;3.79;349.484;gps;0.048;0;0;0;1".
"1084;2022-09-09;09:40:30;46.132;14.565;3.79;349.303;gps;0.049;0;0;0;1".
"1085;2022-09-09;09:40:31;46.132;14.565;3.79;348.86;gps;0.049;0;0;0;1".
"1086;2022-09-09;09:40:32;46.132;14.565;3.79;348.784;gps;0.051;0;0;0;1".
"1087;2022-09-09;09:40:33;46.132;14.565;3.79;348.519;gps;0.051;0;0;0;1".
"1088;2022-09-09;09:40:34;46.132;14.566;3.79;348.613;gps;0.05;0;0;0;1".
"1089;2022-09-09;09:40:35;46.133;14.566;3.79;348.333;gps;0.049;0;0;0;1".
"1090;2022-09-09;09:40:36;46.133;14.566;3.79;348.201;gps;0.05;0;0;0;1".
"1091;2022-09-09;09:40:37;46.133;14.566;3.79;348.562;gps;0.05;0;0;0;1".
"1092;2022-09-09;09:40:38;46.133;14.566;3.79;348.526;gps;0.049;0;0;0;1".
"1093;2022-09-09;09:40:39;46.133;14.566;3.79;348.552;gps;0.049;0;0;0;1".
"1094;2022-09-09;09:40:40;46.133;14.567;3.79;348.476;gps;0.049;0;0;0;1".
"1095;2022-09-09;09:40:41;46.133;14.567;3.79;348.41;gps;0.048;0;0;0;1".
"1096;2022-09-09;09:40:42;46.133;14.567;3.79;348.82;gps;0.05;0;0;0;1".
"1097;2022-09-09;09:40:43;46.133;14.567;3.79;349.19;gps;0.053;0;0;0;1".
"1098;2022-09-09;09:40:44;46.133;14.567;3.79;349.118;gps;0.056;0;0;0;1".
"1099;2022-09-09;09:40:45;46.134;14.567;3.79;349.648;gps;0.055;0;0;0;1".
"1100;2022-09-09;09:40:46;46.134;14.567;3.79;349.018;gps;0.054;0;0;0;1".
"1101;2022-09-09;09:40:47;46.134;14.568;3.79;349.076;gps;0.054;0;0;0;1".
"1102;2022-09-09;09:40:48;46.134;14.568;3.79;348.746;gps;0.053;0;0;0;1".
"1103;2022-09-09;09:40:49;46.134;14.568;3.79;348.596;gps;0.055;0;0;0;1".
"1104;2022-09-09;09:40:50;46.134;14.568;3.79;348.73;gps;0.054;0;0;0;1".
"1105;2022-09-09;09:40:51;46.134;14.568;3.79;348.596;gps;0.054;0;0;0;1".
"1106;2022-09-09;09:40:52;46.134;14.569;3.79;348.419;gps;0.052;0;0;0;1".
"1107;2022-09-09;09:40:53;46.134;14.569;3.79;348.639;gps;0.052;0;0;0;1".
"1108;2022-09-09;09:40:54;46.134;14.569;3.79;348.971;gps;0.053;0;0;0;1".
"1109;2022-09-09;09:40:55;46.134;14.569;3.79;348.916;gps;0.054;0;0;0;1".
"1110;2022-09-09;09:40:56;46.134;14.569;3.79;349.362;gps;0.053;0;0;0;1".
"1111;2022-09-09;09:40:57;46.134;14.57;3.79;348.298;gps;0.054;0;0;0;1".
"1112;2022-09-09;09:40:58;46.134;14.57;3.79;348.442;gps;0.054;0;0;0;1".
"1113;2022-09-09;09:40:59;46.134;14.57;3.79;348.108;gps;0.055;0;0;0;1".
"1114;2022-09-09;09:41:00;46.134;14.57;3.79;348.201;gps;0.057;0;0;0;1".
"1115;2022-09-09;09:41:01;46.135;14.57;3.79;348.04;gps;0.058;0;0;0;1".
"1116;2022-09-09;09:41:02;46.135;14.571;3.79;348.141;gps;0.058;0;0;0;1".
"1117;2022-09-09;09:41:03;46.135;14.571;3.79;348.209;gps;0.061;0;0;0;1".
"1118;2022-09-09;09:41:04;46.135;14.571;3.79;347.81;gps;0.06;0;0;0;1".
"1119;2022-09-09;09:41:05;46.135;14.571;3.79;347.784;gps;0.061;0;0;0;1".
"1120;2022-09-09;09:41:06;46.135;14.571;3.79;347.836;gps;0.062;0;0;0;1".
"1121;2022-09-09;09:41:07;46.135;14.572;3.79;348.237;gps;0.062;0;0;0;1".
"1122;2022-09-09;09:41:08;46.135;14.572;3.79;348.313;gps;0.062;0;0;0;1".
"1123;2022-09-09;09:41:10;46.135;14.572;3.79;347.655;gps;0.062;0;0;0;1".
"1124;2022-09-09;09:41:11;46.135;14.572;3.79;347.455;gps;0.061;0;0;0;1".
"1125;2022-09-09;09:41:12;46.135;14.573;3.79;347.2;gps;0.06;0;0;0;1".
"1126;2022-09-09;09:41:13;46.135;14.573;3.79;347.248;gps;0.058;0;0;0;1".
"1127;2022-09-09;09:41:15;46.135;14.573;5.36;347.655;averaged;0.058;0.001;0.001;0;2".
"1128;2022-09-09;09:41:17;46.135;14.573;5.36;348.408;averaged;0.06;0.002;0.002;0;2".
"1129;2022-09-09;09:41:18;46.135;14.574;3.79;347.209;gps;0.064;0;0;0;1".
"1130;2022-09-09;09:41:20;46.135;14.574;5.36;347.232;averaged;0.062;0;0;0;2".
"1131;2022-09-09;09:41:22;46.135;14.574;5.36;347.626;averaged;0.06;0.001;0.001;0;2".
"1132;2022-09-09;09:41:23;46.135;14.575;3.79;347.612;gps;0.06;0;0;0;1".
"1133;2022-09-09;09:41:24;46.135;14.575;3.79;347.86;gps;0.06;0;0;0;1".
"1134;2022-09-09;09:41:25;46.135;14.575;3.79;347.562;gps;0.059;0;0;0;1".
"1135;2022-09-09;09:41:26;46.135;14.575;3.79;347.878;gps;0.057;0;0;0;1".
"1136;2022-09-09;09:41:27;46.135;14.575;3.79;347.993;gps;0.055;0;0;0;1".
"1137;2022-09-09;09:41:28;46.135;14.576;3.79;347.863;gps;0.056;0;0;0;1".
"1138;2022-09-09;09:41:29;46.135;14.576;3.79;347.773;gps;0.055;0;0;0;1".
"1139;2022-09-09;09:41:30;46.135;14.576;3.79;348.02;gps;0.056;0;0;0;1".
"1140;2022-09-09;09:41:31;46.135;14.576;3.79;348.085;gps;0.057;0;0;0;1".
"1141;2022-09-09;09:41:32;46.135;14.576;3.79;347.985;gps;0.058;0;0;0;1".
"1142;2022-09-09;09:41:32;46.135;14.577;3.79;347.699;gps;0.062;0;0;0;1".
"1143;2022-09-09;09:41:34;46.135;14.577;3.79;347.556;gps;0.063;0;0;0;1".
"1144;2022-09-09;09:41:34;46.136;14.577;3.79;347.541;gps;0.061;0;0;0;1".
"1145;2022-09-09;09:41:36;46.136;14.577;3.79;347.416;gps;0.061;0;0;0;1".
"1146;2022-09-09;09:41:36;46.136;14.577;3.79;347.547;gps;0.059;0;0;0;1".
"1147;2022-09-09;09:41:38;46.136;14.578;3.79;347.283;gps;0.059;0;0;0;1".
"1148;2022-09-09;09:41:38;46.136;14.578;3.79;346.969;gps;0.059;0;0;0;1".
"1149;2022-09-09;09:41:40;46.136;14.578;3.79;347.068;gps;0.057;0;0;0;1".
"1150;2022-09-09;09:41:40;46.136;14.578;3.79;347.506;gps;0.057;0;0;0;1".
"1151;2022-09-09;09:41:41;46.136;14.578;3.79;347.734;gps;0.058;0;0;0;1".
"1152;2022-09-09;09:41:42;46.136;14.578;3.79;348.1;gps;0.058;0;0;0;1".
"1153;2022-09-09;09:41:43;46.136;14.578;3.79;348.168;gps;0.058;0;0;0;1".
"1154;2022-09-09;09:41:44;46.136;14.578;3.79;347.791;gps;0.056;0;0;0;1".
"1155;2022-09-09;09:41:45;46.136;14.578;3.79;347.574;gps;0.055;0;0;0;1".
"1156;2022-09-09;09:41:46;46.136;14.579;3.79;347.44;gps;0.058;0;0;0;1".
"1157;2022-09-09;09:41:48;46.136;14.579;5.36;347.397;averaged;0.055;0.001;0.001;0;2".
"1158;2022-09-09;09:41:50;46.136;14.579;5.36;347.156;averaged;0.056;0.002;0.001;0;2".
"1159;2022-09-09;09:41:53;46.136;14.579;6.565;346.933;averaged;0.054;0.001;0.001;0;3".
"1160;2022-09-09;09:42:24;46.136;14.579;21.102;346.563;averaged;0.056;0.002;0;0;31".
"1161;2022-09-09;09:42:26;46.136;14.579;14.05;345.973;averaged;0.059;0;0;0;2".
"1162;2022-09-09;09:42:27;46.136;14.579;9.935;347.339;gps;0.059;0;0;0;1".
"1163;2022-09-09;09:42:28;46.136;14.579;9.935;347.715;gps;0.06;0;0;0;1".
"1164;2022-09-09;09:42:29;46.136;14.579;9.935;347.447;gps;0.06;0;0;0;1".
"1165;2022-09-09;09:42:30;46.136;14.579;9.935;346.878;gps;0.06;0;0;0;1".
"1166;2022-09-09;09:42:31;46.136;14.579;9.935;347.437;gps;0.061;0;0;0;1".
"1167;2022-09-09;09:42:32;46.136;14.58;9.935;347.606;gps;0.06;0;0;0;1".
"1168;2022-09-09;09:42:33;46.136;14.58;9.935;348.025;gps;0.061;0;0;0;1".
"1169;2022-09-09;09:42:34;46.136;14.58;9.935;348.239;gps;0.061;0;0;0;1".
"1170;2022-09-09;09:42:35;46.136;14.58;9.935;347.865;gps;0.062;0;0;0;1".
"1171;2022-09-09;09:42:36;46.136;14.58;3.79;348.687;gps;0.06;0;0;0;1".
"1172;2022-09-09;09:42:37;46.136;14.58;3.79;348.734;gps;0.059;0;0;0;1".
"1173;2022-09-09;09:42:38;46.136;14.58;3.79;348.303;gps;0.059;0;0;0;1".
"1174;2022-09-09;09:42:39;46.136;14.58;3.79;348.407;gps;0.063;0;0;0;1".
"1175;2022-09-09;09:42:40;46.136;14.581;3.79;347.796;gps;0.059;0;0;0;1".
"1176;2022-09-09;09:42:41;46.136;14.581;3.79;348.495;gps;0.057;0;0;0;1".
"1177;2022-09-09;09:42:42;46.136;14.581;3.79;348.65;gps;0.057;0;0;0;1".
"1178;2022-09-09;09:42:43;46.136;14.581;3.79;348.918;gps;0.058;0;0;0;1".
"1179;2022-09-09;09:42:44;46.136;14.581;3.79;348.835;gps;0.057;0;0;0;1".
"1180;2022-09-09;09:42:45;46.136;14.581;3.79;348.821;gps;0.057;0;0;0;1".
"1181;2022-09-09;09:42:46;46.136;14.581;3.79;348.692;gps;0.059;0;0;0;1".
"1182;2022-09-09;09:42:47;46.137;14.582;3.79;349.325;gps;0.059;0;0;0;1".
"1183;2022-09-09;09:42:48;46.137;14.582;3.79;349.444;gps;0.06;0;0;0;1".
"1184;2022-09-09;09:42:49;46.137;14.582;3.79;350.532;gps;0.06;0;0;0;1".
"1185;2022-09-09;09:42:50;46.137;14.582;3.79;349.611;gps;0.058;0;0;0;1".
"1186;2022-09-09;09:42:51;46.137;14.582;3.79;349.634;gps;0.06;0;0;0;1".
"1187;2022-09-09;09:42:52;46.137;14.582;3.79;349.198;gps;0.06;0;0;0;1".
"1188;2022-09-09;09:42:53;46.137;14.582;3.79;349.229;gps;0.06;0;0;0;1".
"1189;2022-09-09;09:42:54;46.137;14.583;3.79;349.762;gps;0.06;0;0;0;1".
"1190;2022-09-09;09:42:55;46.137;14.583;3.79;349.884;gps;0.06;0;0;0;1".
"1191;2022-09-09;09:42:56;46.137;14.583;3.79;349.576;gps;0.06;0;0;0;1".
"1192;2022-09-09;09:42:57;46.137;14.583;3.79;349.838;gps;0.061;0;0;0;1".
"1193;2022-09-09;09:42:58;46.137;14.583;3.79;349.464;gps;0.063;0;0;0;1".
"1194;2022-09-09;09:42:59;46.137;14.583;3.79;349.48;gps;0.063;0;0;0;1".
"1195;2022-09-09;09:43:00;46.137;14.583;3.79;349.275;gps;0.063;0;0;0;1".
"1196;2022-09-09;09:43:01;46.138;14.583;3.79;349.326;gps;0.061;0;0;0;1".
"1197;2022-09-09;09:43:02;46.138;14.583;3.79;349.394;gps;0.06;0;0;0;1".
"1198;2022-09-09;09:43:03;46.138;14.584;3.79;349.304;gps;0.059;0;0;0;1".
"1199;2022-09-09;09:43:04;46.138;14.584;3.79;349.751;gps;0.059;0;0;0;1".
"1200;2022-09-09;09:43:05;46.138;14.584;3.79;349.255;gps;0.06;0;0;0;1".
"1201;2022-09-09;09:43:06;46.138;14.584;3.79;350.711;gps;0.059;0;0;0;1".
"1202;2022-09-09;09:43:07;46.138;14.584;3.79;348.576;gps;0.059;0;0;0;1".
